ID_Evenement;Horodatage;IP_Source;IP_Destination;Utilisateur;Type_Evenement;Severite;Statut;Description
EVT-100201;2026-09-09 13:09:34;185.220.101.5;10.0.1.100;unauthenticated;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100202;2026-09-09 12:46:30;198.51.100.42;10.0.1.100;root;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100203;2026-09-09 19:46:25;91.241.19.83;10.0.1.100;admin;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100204;2026-09-10 01:39:04;91.241.19.83;10.0.1.100;unknown;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100205;2026-09-09 17:17:34;91.241.19.83;10.0.1.100;unknown;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100206;2026-09-09 14:41:20;8.8.8.8;10.0.1.100;mdupont;File Download;Low;Success;Standard asset download
EVT-100207;2026-09-09 21:50:04;172.16.25.4;10.0.1.100;jdoe;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100208;2026-09-09 21:46:08;185.220.101.5;10.0.1.100;unknown;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100209;2026-09-09 23:57:59;91.241.19.83;10.0.1.100;admin;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100210;2026-09-09 14:41:34;172.16.25.4;10.0.1.100;mdupont;File Download;Low;Success;Standard asset download
EVT-100211;2026-09-09 15:31:43;8.8.8.8;10.0.1.100;jdoe;Successful Login;Low;Success;User login authenticated
EVT-100212;2026-09-10 01:58:16;185.220.101.5;10.0.1.100;admin;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100213;2026-09-10 03:45:19;172.16.25.4;10.0.1.100;system_service;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100214;2026-09-09 13:37:28;10.0.0.12;10.0.1.100;mdupont;File Download;Low;Success;Standard asset download
EVT-100215;2026-09-09 16:04:59;45.227.254.12;10.0.1.100;unknown;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100216;2026-09-09 15:48:16;192.168.1.50;10.0.1.100;asmith;File Download;Low;Success;Standard asset download
EVT-100217;2026-09-09 21:40:17;91.241.19.83;10.0.1.100;admin;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100218;2026-09-10 00:41:08;198.51.100.42;10.0.1.100;root;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100219;2026-09-10 02:26:58;198.51.100.42;10.0.1.100;root;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100220;2026-09-09 21:12:04;13.233.42.11;10.0.1.100;mdupont;File Download;Low;Success;Standard asset download
EVT-100221;2026-09-10 03:15:41;8.8.8.8;10.0.1.100;asmith;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100222;2026-09-10 05:29:28;10.0.0.12;10.0.1.100;system_service;File Download;Low;Success;Standard asset download
EVT-100223;2026-09-10 04:12:34;10.0.0.12;10.0.1.100;jdoe;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100224;2026-09-10 01:17:52;45.227.254.12;10.0.1.100;unauthenticated;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100225;2026-09-09 21:06:34;45.227.254.12;10.0.1.100;unknown;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100226;2026-09-10 02:25:32;91.241.19.83;10.0.1.100;unknown;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100227;2026-09-09 22:50:04;13.233.42.11;10.0.1.100;system_service;Successful Login;Low;Success;User login authenticated
EVT-100228;2026-09-09 22:30:16;10.0.0.12;10.0.1.100;asmith;File Download;Low;Success;Standard asset download
EVT-100229;2026-09-09 19:41:25;8.8.8.8;10.0.1.100;jdoe;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100230;2026-09-10 03:35:04;8.8.8.8;10.0.1.100;system_service;Successful Login;Low;Success;User login authenticated
EVT-100231;2026-09-10 04:21:37;198.51.100.42;10.0.1.100;root;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100232;2026-09-09 23:01:12;198.51.100.42;10.0.1.100;unknown;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100233;2026-09-10 05:32:31;185.220.101.5;10.0.1.100;admin;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100234;2026-09-10 01:43:10;203.0.113.105;10.0.1.100;admin;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100235;2026-09-09 20:56:59;172.16.25.4;10.0.1.100;system_service;File Download;Low;Success;Standard asset download
EVT-100236;2026-09-09 23:09:12;91.241.19.83;10.0.1.100;unknown;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100237;2026-09-10 04:32:07;13.233.42.11;10.0.1.100;jdoe;Successful Login;Low;Success;User login authenticated
EVT-100238;2026-09-09 20:04:44;45.227.254.12;10.0.1.100;root;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100239;2026-09-10 02:53:12;198.51.100.42;10.0.1.100;admin;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100240;2026-09-09 17:49:04;172.16.25.4;10.0.1.100;jdoe;File Download;Low;Success;Standard asset download
EVT-100241;2026-09-09 23:16:00;198.51.100.42;10.0.1.100;unauthenticated;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100242;2026-09-10 00:59:46;8.8.8.8;10.0.1.100;asmith;Successful Login;Low;Success;User login authenticated
EVT-100243;2026-09-10 06:27:07;8.8.8.8;10.0.1.100;asmith;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100244;2026-09-09 18:11:40;198.51.100.42;10.0.1.100;unknown;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100245;2026-09-10 05:27:04;13.233.42.11;10.0.1.100;asmith;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100246;2026-09-10 04:17:40;172.16.25.4;10.0.1.100;system_service;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100247;2026-09-09 12:26:42;185.220.101.5;10.0.1.100;unauthenticated;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100248;2026-09-09 17:41:04;198.51.100.42;10.0.1.100;unknown;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100249;2026-09-09 22:45:31;8.8.8.8;10.0.1.100;mdupont;Successful Login;Low;Success;User login authenticated
EVT-100250;2026-09-09 22:52:24;10.0.0.12;10.0.1.100;system_service;File Download;Low;Success;Standard asset download
EVT-100251;2026-09-09 15:56:48;10.0.0.12;10.0.1.100;system_service;File Download;Low;Success;Standard asset download
EVT-100252;2026-09-09 22:45:16;172.16.25.4;10.0.1.100;jdoe;Successful Login;Low;Success;User login authenticated
EVT-100253;2026-09-09 22:01:34;192.168.1.50;10.0.1.100;jdoe;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100254;2026-09-09 22:29:28;10.0.0.12;10.0.1.100;mdupont;File Download;Low;Success;Standard asset download
EVT-100255;2026-09-09 19:03:49;13.233.42.11;10.0.1.100;mdupont;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100256;2026-09-09 15:40:48;198.51.100.42;10.0.1.100;unauthenticated;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100257;2026-09-09 13:24:43;13.233.42.11;10.0.1.100;mdupont;File Download;Low;Success;Standard asset download
EVT-100258;2026-09-09 15:29:52;45.227.254.12;10.0.1.100;unauthenticated;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100259;2026-09-09 18:36:25;10.0.0.12;10.0.1.100;asmith;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100260;2026-09-10 01:42:44;91.241.19.83;10.0.1.100;unauthenticated;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100261;2026-09-09 21:42:25;185.220.101.5;10.0.1.100;unauthenticated;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100262;2026-09-09 16:26:00;8.8.8.8;10.0.1.100;jdoe;Successful Login;Low;Success;User login authenticated
EVT-100263;2026-09-09 20:36:59;185.220.101.5;10.0.1.100;unauthenticated;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100264;2026-09-10 03:01:52;198.51.100.42;10.0.1.100;unauthenticated;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100265;2026-09-09 16:51:29;185.220.101.5;10.0.1.100;unauthenticated;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100266;2026-09-10 02:37:54;45.227.254.12;10.0.1.100;admin;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100267;2026-09-10 06:06:01;192.168.1.50;10.0.1.100;mdupont;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100268;2026-09-09 14:36:40;8.8.8.8;10.0.1.100;mdupont;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100269;2026-09-09 16:38:25;10.0.0.12;10.0.1.100;jdoe;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100270;2026-09-09 23:51:34;185.220.101.5;10.0.1.100;admin;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100271;2026-09-09 21:16:14;91.241.19.83;10.0.1.100;root;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100272;2026-09-10 05:46:08;172.16.25.4;10.0.1.100;system_service;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100273;2026-09-10 04:19:10;198.51.100.42;10.0.1.100;unknown;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100274;2026-09-09 23:07:46;192.168.1.50;10.0.1.100;mdupont;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100275;2026-09-10 05:35:19;8.8.8.8;10.0.1.100;asmith;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100276;2026-09-09 16:05:04;172.16.25.4;10.0.1.100;mdupont;Successful Login;Low;Success;User login authenticated
EVT-100277;2026-09-10 03:52:25;45.227.254.12;10.0.1.100;root;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100278;2026-09-10 06:10:20;198.51.100.42;10.0.1.100;root;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100279;2026-09-09 14:11:49;45.227.254.12;10.0.1.100;root;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100280;2026-09-10 10:44:24;203.0.113.105;10.0.1.100;admin;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100281;2026-09-09 20:32:20;91.241.19.83;10.0.1.100;root;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100282;2026-09-10 01:25:40;10.0.0.12;10.0.1.100;jdoe;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100283;2026-09-09 18:05:16;203.0.113.105;10.0.1.100;unauthenticated;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100284;2026-09-09 16:41:28;198.51.100.42;10.0.1.100;root;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100285;2026-09-10 02:45:49;203.0.113.105;10.0.1.100;unauthenticated;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100286;2026-09-09 19:20:58;45.227.254.12;10.0.1.100;admin;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100287;2026-09-10 05:25:19;91.241.19.83;10.0.1.100;admin;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100288;2026-09-10 07:43:28;185.220.101.5;10.0.1.100;unauthenticated;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100289;2026-09-09 16:42:09;185.220.101.5;10.0.1.100;root;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100290;2026-09-10 09:43:04;45.227.254.12;10.0.1.100;unknown;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100291;2026-09-09 14:47:55;185.220.101.5;10.0.1.100;unknown;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100292;2026-09-09 16:45:24;8.8.8.8;10.0.1.100;system_service;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100293;2026-09-09 15:38:07;45.227.254.12;10.0.1.100;root;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100294;2026-09-09 17:31:40;45.227.254.12;10.0.1.100;unauthenticated;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100295;2026-09-10 10:30:39;172.16.25.4;10.0.1.100;system_service;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100296;2026-09-10 06:23:44;198.51.100.42;10.0.1.100;admin;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100297;2026-09-09 21:23:04;185.220.101.5;10.0.1.100;unknown;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100298;2026-09-10 05:46:42;172.16.25.4;10.0.1.100;system_service;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100299;2026-09-10 05:55:22;192.168.1.50;10.0.1.100;mdupont;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100300;2026-09-10 01:39:04;172.16.25.4;10.0.1.100;mdupont;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100301;2026-09-10 08:33:16;198.51.100.42;10.0.1.100;admin;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100302;2026-09-09 16:15:58;185.220.101.5;10.0.1.100;admin;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100303;2026-09-09 17:52:52;13.233.42.11;10.0.1.100;jdoe;Successful Login;Low;Success;User login authenticated
EVT-100304;2026-09-10 12:33:52;45.227.254.12;10.0.1.100;admin;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100305;2026-09-10 03:39:59;8.8.8.8;10.0.1.100;jdoe;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100306;2026-09-10 01:50:58;45.227.254.12;10.0.1.100;admin;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100307;2026-09-09 21:32:50;203.0.113.105;10.0.1.100;unknown;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100308;2026-09-09 17:02:44;172.16.25.4;10.0.1.100;mdupont;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100309;2026-09-10 00:31:52;91.241.19.83;10.0.1.100;root;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100310;2026-09-10 13:03:34;13.233.42.11;10.0.1.100;jdoe;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100311;2026-09-09 13:33:28;203.0.113.105;10.0.1.100;unauthenticated;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100312;2026-09-10 03:20:40;45.227.254.12;10.0.1.100;admin;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100313;2026-09-09 18:42:03;91.241.19.83;10.0.1.100;unknown;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100314;2026-09-09 18:38:12;198.51.100.42;10.0.1.100;admin;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100315;2026-09-09 21:59:04;185.220.101.5;10.0.1.100;unknown;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100316;2026-09-10 03:38:08;10.0.0.12;10.0.1.100;mdupont;File Download;Low;Success;Standard asset download
EVT-100317;2026-09-10 02:58:56;91.241.19.83;10.0.1.100;admin;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100318;2026-09-09 19:20:46;203.0.113.105;10.0.1.100;admin;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100319;2026-09-10 00:41:15;185.220.101.5;10.0.1.100;unknown;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100320;2026-09-10 08:27:44;8.8.8.8;10.0.1.100;mdupont;File Download;Low;Success;Standard asset download
EVT-100321;2026-09-10 11:44:16;192.168.1.50;10.0.1.100;mdupont;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100322;2026-09-09 17:23:16;172.16.25.4;10.0.1.100;system_service;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100323;2026-09-10 02:28:05;198.51.100.42;10.0.1.100;root;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100324;2026-09-09 14:54:16;192.168.1.50;10.0.1.100;asmith;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100325;2026-09-09 22:08:14;203.0.113.105;10.0.1.100;unauthenticated;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100326;2026-09-10 03:30:46;198.51.100.42;10.0.1.100;admin;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100327;2026-09-10 08:22:34;10.0.0.12;10.0.1.100;asmith;File Download;Low;Success;Standard asset download
EVT-100328;2026-09-10 13:10:40;10.0.0.12;10.0.1.100;mdupont;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100329;2026-09-10 06:57:01;198.51.100.42;10.0.1.100;unknown;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100330;2026-09-10 09:56:34;198.51.100.42;10.0.1.100;unauthenticated;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100331;2026-09-10 07:26:11;8.8.8.8;10.0.1.100;mdupont;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100332;2026-09-10 07:29:48;198.51.100.42;10.0.1.100;unauthenticated;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100333;2026-09-10 10:08:49;45.227.254.12;10.0.1.100;admin;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100334;2026-09-09 17:25:20;10.0.0.12;10.0.1.100;system_service;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100335;2026-09-10 13:21:14;192.168.1.50;10.0.1.100;system_service;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100336;2026-09-10 04:33:52;203.0.113.105;10.0.1.100;unauthenticated;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100337;2026-09-09 16:04:17;91.241.19.83;10.0.1.100;admin;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100338;2026-09-10 12:55:42;203.0.113.105;10.0.1.100;unauthenticated;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100339;2026-09-09 19:29:19;10.0.0.12;10.0.1.100;jdoe;Successful Login;Low;Success;User login authenticated
EVT-100340;2026-09-10 00:48:04;203.0.113.105;10.0.1.100;root;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100341;2026-09-09 16:01:52;203.0.113.105;10.0.1.100;unknown;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100342;2026-09-10 15:47:40;13.233.42.11;10.0.1.100;system_service;File Download;Low;Success;Standard asset download
EVT-100343;2026-09-10 03:46:37;10.0.0.12;10.0.1.100;system_service;Successful Login;Low;Success;User login authenticated
EVT-100344;2026-09-10 11:22:24;185.220.101.5;10.0.1.100;unauthenticated;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100345;2026-09-09 15:07:34;45.227.254.12;10.0.1.100;admin;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100346;2026-09-10 11:07:40;185.220.101.5;10.0.1.100;admin;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100347;2026-09-10 06:34:10;45.227.254.12;10.0.1.100;admin;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100348;2026-09-10 13:29:16;185.220.101.5;10.0.1.100;unknown;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100349;2026-09-09 14:29:23;185.220.101.5;10.0.1.100;root;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100350;2026-09-10 12:04:54;13.233.42.11;10.0.1.100;asmith;Successful Login;Low;Success;User login authenticated
EVT-100351;2026-09-10 10:53:04;198.51.100.42;10.0.1.100;unauthenticated;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100352;2026-09-10 13:41:20;203.0.113.105;10.0.1.100;admin;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100353;2026-09-10 10:25:46;8.8.8.8;10.0.1.100;asmith;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100354;2026-09-10 07:09:04;172.16.25.4;10.0.1.100;system_service;Successful Login;Low;Success;User login authenticated
EVT-100355;2026-09-10 05:31:49;13.233.42.11;10.0.1.100;jdoe;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100356;2026-09-09 15:44:12;172.16.25.4;10.0.1.100;jdoe;Successful Login;Low;Success;User login authenticated
EVT-100357;2026-09-10 08:00:43;45.227.254.12;10.0.1.100;unauthenticated;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100358;2026-09-10 05:23:04;198.51.100.42;10.0.1.100;root;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100359;2026-09-10 04:14:16;8.8.8.8;10.0.1.100;asmith;Successful Login;Low;Success;User login authenticated
EVT-100360;2026-09-10 04:17:04;91.241.19.83;10.0.1.100;unknown;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100361;2026-09-09 19:00:19;13.233.42.11;10.0.1.100;jdoe;Successful Login;Low;Success;User login authenticated
EVT-100362;2026-09-10 14:38:04;172.16.25.4;10.0.1.100;jdoe;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100363;2026-09-10 04:25:28;10.0.0.12;10.0.1.100;asmith;Successful Login;Low;Success;User login authenticated
EVT-100364;2026-09-10 13:34:16;10.0.0.12;10.0.1.100;asmith;Successful Login;Low;Success;User login authenticated
EVT-100365;2026-09-09 20:30:29;198.51.100.42;10.0.1.100;unauthenticated;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100366;2026-09-10 14:49:58;91.241.19.83;10.0.1.100;admin;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100367;2026-09-09 19:20:03;13.233.42.11;10.0.1.100;system_service;Successful Login;Low;Success;User login authenticated
EVT-100368;2026-09-09 20:59:28;203.0.113.105;10.0.1.100;root;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100369;2026-09-09 14:45:52;8.8.8.8;10.0.1.100;mdupont;File Download;Low;Success;Standard asset download
EVT-100370;2026-09-10 11:50:34;13.233.42.11;10.0.1.100;mdupont;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100371;2026-09-10 00:46:43;13.233.42.11;10.0.1.100;asmith;File Download;Low;Success;Standard asset download
EVT-100372;2026-09-10 13:19:04;203.0.113.105;10.0.1.100;unauthenticated;DDoS Traffic Spike;Critical;Mitigated;Anomalous high volume of requests from botnet IPs
EVT-100373;2026-09-10 12:58:22;172.16.25.4;10.0.1.100;system_service;File Download;Low;Success;Standard asset download
EVT-100374;2026-09-10 16:34:24;185.220.101.5;10.0.1.100;root;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100375;2026-09-09 19:49:04;172.16.25.4;10.0.1.100;jdoe;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100376;2026-09-10 08:22:24;13.233.42.11;10.0.1.100;jdoe;File Download;Low;Success;Standard asset download
EVT-100377;2026-09-09 19:07:45;45.227.254.12;10.0.1.100;admin;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100378;2026-09-10 03:07:46;185.220.101.5;10.0.1.100;root;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100379;2026-09-09 17:22:48;10.0.0.12;10.0.1.100;system_service;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100380;2026-09-09 13:54:44;8.8.8.8;10.0.1.100;jdoe;Successful Login;Low;Success;User login authenticated
EVT-100381;2026-09-10 15:44:31;172.16.25.4;10.0.1.100;asmith;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100382;2026-09-09 16:53:46;172.16.25.4;10.0.1.100;asmith;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100383;2026-09-10 05:53:23;198.51.100.42;10.0.1.100;unauthenticated;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100384;2026-09-09 20:01:04;198.51.100.42;10.0.1.100;unauthenticated;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100385;2026-09-09 20:08:49;8.8.8.8;10.0.1.100;system_service;File Download;Low;Success;Standard asset download
EVT-100386;2026-09-09 16:50:44;198.51.100.42;10.0.1.100;unauthenticated;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
EVT-100387;2026-09-09 20:43:46;13.233.42.11;10.0.1.100;system_service;Port Scan;Medium;Logged;Reconnaissance activity from single source IP
EVT-100388;2026-09-10 04:24:20;203.0.113.105;10.0.1.100;unauthenticated;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100389;2026-09-09 15:09:30;203.0.113.105;10.0.1.100;unknown;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100390;2026-09-09 16:02:04;192.168.1.50;10.0.1.100;system_service;File Download;Low;Success;Standard asset download
EVT-100391;2026-09-09 13:26:22;91.241.19.83;10.0.1.100;root;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100392;2026-09-10 04:47:52;185.220.101.5;10.0.1.100;admin;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100393;2026-09-10 02:00:13;13.233.42.11;10.0.1.100;system_service;Successful Login;Low;Success;User login authenticated
EVT-100394;2026-09-09 17:17:06;91.241.19.83;10.0.1.100;unauthenticated;XSS Attack;High;Mitigated;Stored XSS payload filtered in comment form
EVT-100395;2026-09-10 18:05:49;91.241.19.83;10.0.1.100;admin;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100396;2026-09-10 14:59:04;192.168.1.50;10.0.1.100;system_service;Failed Login;Medium;Failed;Invalid credentials provided
EVT-100397;2026-09-10 02:48:47;192.168.1.50;10.0.1.100;mdupont;Successful Login;Low;Success;User login authenticated
EVT-100398;2026-09-10 08:02:52;203.0.113.105;10.0.1.100;admin;SQL Injection;Critical;Blocked;Malicious SQL patterns detected in URL query
EVT-100399;2026-09-09 20:07:46;192.168.1.50;10.0.1.100;mdupont;Successful Login;Low;Success;User login authenticated
EVT-100400;2026-09-10 07:49:04;203.0.113.105;10.0.1.100;unknown;Privilege Escalation;Critical;Blocked;Unauthorized sudo command execution attempt
EVT-100401;2026-09-09 22:57:27;10.0.0.12;10.0.1.100;jdoe;File Download;Low;Success;Standard asset download
EVT-100402;2026-09-09 14:36:40;172.16.25.4;10.0.1.100;asmith;File Download;Low;Success;Standard asset download
EVT-100403;2026-09-10 00:01:20;198.51.100.42;10.0.1.100;unauthenticated;Brute Force Attempt;High;Blocked;Multiple failed login attempts detected
